starttime	seconds	ctime	dtime	ttime	wait
Sun Apr 30 20:38:04 2023	1682901484	1	16045	16046	599
Sun Apr 30 20:39:21 2023	1682901561	2	16045	16046	90
Sun Apr 30 20:38:04 2023	1682901484	7	16040	16047	201
Sun Apr 30 20:39:26 2023	1682901566	2	16049	16051	163
Sun Apr 30 20:38:03 2023	1682901483	11	16040	16051	160
Sun Apr 30 20:38:04 2023	1682901484	2	16049	16051	426
Sun Apr 30 20:37:15 2023	1682901435	1	16051	16052	419
Sun Apr 30 20:38:21 2023	1682901501	2	16050	16052	255
Sun Apr 30 20:37:32 2023	1682901452	2	16051	16053	95
Sun Apr 30 20:38:52 2023	1682901532	1	16053	16054	109
Sun Apr 30 20:39:10 2023	1682901550	7	16047	16054	170
Sun Apr 30 20:38:52 2023	1682901532	7	16049	16055	97
Sun Apr 30 20:38:53 2023	1682901533	1	16056	16057	141
Sun Apr 30 20:37:31 2023	1682901451	5	16053	16058	216
Sun Apr 30 20:38:02 2023	1682901482	5	16053	16058	55
Sun Apr 30 20:37:47 2023	1682901467	3	16055	16058	527
Sun Apr 30 20:39:06 2023	1682901546	1	16058	16059	79
Sun Apr 30 20:38:50 2023	1682901530	1	16060	16061	113
Sun Apr 30 20:39:06 2023	1682901546	1	16060	16061	116
Sun Apr 30 20:38:18 2023	1682901498	3	16061	16063	113
Sun Apr 30 20:38:52 2023	1682901532	1	16065	16066	149
Sun Apr 30 20:38:35 2023	1682901515	3	16069	16072	142
Sun Apr 30 20:37:31 2023	1682901451	2	16072	16074	256
Sun Apr 30 20:37:31 2023	1682901451	1	16073	16074	287
Sun Apr 30 20:38:53 2023	1682901533	3	16075	16078	81
Sun Apr 30 20:39:06 2023	1682901546	4	16074	16078	93
Sun Apr 30 20:37:30 2023	1682901450	3	16077	16080	405
Sun Apr 30 20:37:48 2023	1682901468	0	16082	16082	103
Sun Apr 30 20:39:26 2023	1682901566	6	16077	16082	129
Sun Apr 30 20:38:53 2023	1682901533	1	16082	16083	202
Sun Apr 30 20:38:04 2023	1682901484	3	16080	16083	186
Sun Apr 30 20:38:03 2023	1682901483	1	16082	16083	167
Sun Apr 30 20:38:21 2023	1682901501	8	16077	16084	228
